mp-id;formula;structure_type;cations;valences;CNs;Connections depending on element, CN, and valence
mp-642328;U13O34;mp-642328;['U', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'U'];[5, 5, 5, 6, 5, 5, 5, 6, 5, 6, 5, 5, 5];['7', '7', '7', '6', '7', '7', '6', '7', '7', '6', '7', '6', '7'];{'U': {'val1:5': {'val2:5': {'CN1:7': {'CN2:7': {'no': 130, 'corner': 24, 'edge': 20, 'face': 0}, 'CN2:6': {'no': 84, 'corner': 16, 'edge': 8, 'face': 0}}, 'CN1:6': {'CN2:7': {'no': 84, 'corner': 16, 'edge': 8, 'face': 0}, 'CN2:6': {'no': 16, 'corner': 4, 'edge': 0, 'face': 0}}}, 'val2:6': {'CN1:7': {'CN2:6': {'no': 64, 'corner': 8, 'edge': 4, 'face': 0}, 'CN2:7': {'no': 24, 'corner': 0, 'edge': 4, 'face': 0}}, 'CN1:6': {'CN2:7': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}, 'CN2:6': {'no': 4, 'corner': 0, 'edge': 0, 'face': 0}}}}, 'val1:6': {'val2:5': {'CN1:7': {'CN2:6': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}, 'CN2:7': {'no': 24, 'corner': 0, 'edge': 4, 'face': 0}}, 'CN1:6': {'CN2:7': {'no': 64, 'corner': 8, 'edge': 4, 'face': 0}, 'CN2:6': {'no': 4, 'corner': 0, 'edge': 0, 'face': 0}}}, 'val2:6': {'CN1:6': {'CN2:6': {'no': 12, 'corner': 6, 'edge': 0, 'face': 0}, 'CN2:7': {'no': 16, 'corner': 4, 'edge': 4, 'face': 0}}, 'CN1:7': {'CN2:6': {'no': 16, 'corner': 4, 'edge': 4, 'face': 0}, 'CN2:7': {'no': 2, 'corner': 2, 'edge': 0, 'face': 0}}}}}}
mp-557234;Mo17O47;mp-557234;['Mo', 'Mo', 'Mo', 'Mo', 'Mo', 'Mo', 'Mo', 'Mo', 'Mo', 'Mo', 'Mo', 'Mo', 'Mo', 'Mo', 'Mo', 'Mo', 'Mo', 'Mo', 'Mo', 'Mo', 'Mo', 'Mo', 'Mo', 'Mo', 'Mo', 'Mo', 'Mo', 'Mo', 'Mo', 'Mo', 'Mo', 'Mo', 'Mo', 'Mo'];[5, 5, 5, 5, 5, 5, 5, 5, 6, 6, 6, 6, 5, 5, 5, 5, 6, 6, 6, 6, 5, 5, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6];['6', '6', '6', '6', '6', '6', '6', '6', '7', '7', '7', '7', '6', '6', '6', '6', '6', '6', '6', '6', '6', '6', '6', '6', '6', '6', '6', '6', '6', '6', '6', '6', '6', '6'];{'Mo': {'val1:5': {'val2:5': {'CN1:6': {'CN2:6': {'no': 256, 'corner': 64, 'edge': 4, 'face': 0}}}, 'val2:6': {'CN1:6': {'CN2:7': {'no': 136, 'corner': 0, 'edge': 24, 'face': 0}, 'CN2:6': {'no': 408, 'corner': 64, 'edge': 0, 'face': 0}}, 'CN1:7': {'CN2:6': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}}}}, 'val1:6': {'val2:5': {'CN1:6': {'CN2:7': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}, 'CN2:6': {'no': 408, 'corner': 64, 'edge': 0, 'face': 0}}, 'CN1:7': {'CN2:6': {'no': 136, 'corner': 0, 'edge': 24, 'face': 0}}}, 'val2:6': {'CN1:7': {'CN2:7': {'no': 8, 'corner': 8, 'edge': 0, 'face': 0}, 'CN2:6': {'no': 96, 'corner': 0, 'edge': 16, 'face': 0}}, 'CN1:6': {'CN2:7': {'no': 96, 'corner': 0, 'edge': 16, 'face': 0}, 'CN2:6': {'no': 176, 'corner': 52, 'edge': 0, 'face': 0}}}}}}
mp-1605;Ag3O4;mp-1605;['Ag', 'Ag', 'Ag', 'Ag', 'Ag', 'Ag'];[3, 3, 3, 3, 2, 2];['4', '4', '4', '4', '4', '4'];{'Ag': {'val1:3': {'val2:3': {'CN1:4': {'CN2:4': {'no': 160, 'corner': 8, 'edge': 4, 'face': 0}}}, 'val2:2': {'CN1:4': {'CN2:4': {'no': 128, 'corner': 32, 'edge': 0, 'face': 0}}}}, 'val1:2': {'val2:3': {'CN1:4': {'CN2:4': {'no': 128, 'corner': 32, 'edge': 0, 'face': 0}}}, 'val2:2': {'CN1:4': {'CN2:4': {'no': 44, 'corner': 0, 'edge': 0, 'face': 0}}}}}}
mp-8057;Ti3O5;mp-8057;['Ti', 'Ti', 'Ti', 'Ti', 'Ti', 'Ti'];[4, 4, 3, 3, 3, 3];['6', '6', '6', '6', '6', '6'];{'Ti': {'val1:4': {'val2:4': {'CN1:6': {'CN2:6': {'no': 52, 'corner': 4, 'edge': 0, 'face': 0}}}, 'val2:3': {'CN1:6': {'CN2:6': {'no': 144, 'corner': 8, 'edge': 24, 'face': 0}}}}, 'val1:3': {'val2:4': {'CN1:6': {'CN2:6': {'no': 144, 'corner': 8, 'edge': 24, 'face': 0}}}, 'val2:3': {'CN1:6': {'CN2:6': {'no': 160, 'corner': 12, 'edge': 12, 'face': 0}}}}}}
mp-1147;Ti3O5;mp-1147;['Ti', 'Ti', 'Ti', 'Ti', 'Ti', 'Ti'];[3, 3, 3, 3, 4, 4];['6', '6', '6', '6', '6', '6'];{'Ti': {'val1:3': {'val2:3': {'CN1:6': {'CN2:6': {'no': 180, 'corner': 12, 'edge': 12, 'face': 0}}}, 'val2:4': {'CN1:6': {'CN2:6': {'no': 168, 'corner': 8, 'edge': 24, 'face': 0}}}}, 'val1:4': {'val2:3': {'CN1:6': {'CN2:6': {'no': 168, 'corner': 8, 'edge': 24, 'face': 0}}}, 'val2:4': {'CN1:6': {'CN2:6': {'no': 52, 'corner': 4, 'edge': 0, 'face': 0}}}}}}
mp-19529;W18O49;mp-19529;['W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W'];[6, 6, 5, 5, 5, 5, 5, 5, 6, 6, 5, 5, 5, 5, 6, 6, 6, 6];['6', '6', '6', '6', '6', '6', '6', '6', '7', '7', '6', '6', '6', '6', '6', '6', '6', '6'];{'W': {'val1:6': {'val2:6': {'CN1:6': {'CN2:6': {'no': 56, 'corner': 20, 'edge': 2, 'face': 0}, 'CN2:7': {'no': 64, 'corner': 0, 'edge': 8, 'face': 0}}, 'CN1:7': {'CN2:6': {'no': 64, 'corner': 0, 'edge': 8, 'face': 0}, 'CN2:7': {'no': 4, 'corner': 4, 'edge': 0, 'face': 0}}}, 'val2:5': {'CN1:6': {'CN2:6': {'no': 216, 'corner': 36, 'edge': 0, 'face': 0}, 'CN2:7': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}}, 'CN1:7': {'CN2:6': {'no': 72, 'corner': 0, 'edge': 12, 'face': 0}}}}, 'val1:5': {'val2:6': {'CN1:6': {'CN2:6': {'no': 216, 'corner': 36, 'edge': 0, 'face': 0}, 'CN2:7': {'no': 72, 'corner': 0, 'edge': 12, 'face': 0}}, 'CN1:7': {'CN2:6': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}}}, 'val2:5': {'CN1:6': {'CN2:6': {'no': 170, 'corner': 42, 'edge': 0, 'face': 0}}}}}}
mp-565489;Cr8O21;mp-565489;['Cr', 'Cr', 'Cr', 'Cr', 'Cr', 'Cr', 'Cr', 'Cr'];[6, 5, 5, 5, 5, 5, 5, 6];['4', '6', '4', '4', '4', '6', '4', '4'];{'Cr': {'val1:6': {'val2:6': {'CN1:4': {'CN2:4': {'no': 20, 'corner': 2, 'edge': 0, 'face': 0}}}, 'val2:5': {'CN1:4': {'CN2:6': {'no': 32, 'corner': 0, 'edge': 0, 'face': 0}, 'CN2:4': {'no': 68, 'corner': 4, 'edge': 0, 'face': 0}}, 'CN1:6': {'CN2:4': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}}}}, 'val1:5': {'val2:6': {'CN1:4': {'CN2:6': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}, 'CN2:4': {'no': 68, 'corner': 4, 'edge': 0, 'face': 0}}, 'CN1:6': {'CN2:4': {'no': 32, 'corner': 0, 'edge': 0, 'face': 0}}}, 'val2:5': {'CN1:6': {'CN2:6': {'no': 20, 'corner': 0, 'edge': 2, 'face': 0}, 'CN2:4': {'no': 60, 'corner': 24, 'edge': 0, 'face': 0}}, 'CN1:4': {'CN2:6': {'no': 60, 'corner': 24, 'edge': 0, 'face': 0}, 'CN2:4': {'no': 78, 'corner': 0, 'edge': 0, 'face': 0}}}}}}
mp-2254;Al2O3;mp-2254;['Al', 'Al', 'Al', 'Al', 'Al', 'Al', 'Al', 'Al', 'Al', 'Al', 'Al', 'Al', 'Al', 'Al', 'Al', 'Al'];[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3];['4', '4', '6', '6', '6', '6', '6', '6', '6', '6', '6', '4', '4', '6', '6', '6'];{'Al': {'val1:3': {'val2:3': {'CN1:4': {'CN2:4': {'no': 80, 'corner': 8, 'edge': 0, 'face': 0}, 'CN2:6': {'no': 504, 'corner': 64, 'edge': 0, 'face': 0}}, 'CN1:6': {'CN2:4': {'no': 504, 'corner': 64, 'edge': 0, 'face': 0}, 'CN2:6': {'no': 752, 'corner': 48, 'edge': 64, 'face': 0}}}}}}
mp-565320;V8O15;mp-565320;['V', 'V', 'V', 'V', 'V', 'V', 'V', 'V', 'V', 'V', 'V', 'V', 'V', 'V', 'V', 'V'];[4, 4, 4, 4, 4, 4, 3, 4, 4, 3, 4, 3, 4, 4, 3, 4];['6', '6', '6', '6', '6', '6', '6', '6', '6', '6', '6', '6', '6', '6', '6', '6'];{'V': {'val1:4': {'val2:4': {'CN1:6': {'CN2:6': {'no': 544, 'corner': 60, 'edge': 24, 'face': 4}}}, 'val2:3': {'CN1:6': {'CN2:6': {'no': 328, 'corner': 64, 'edge': 12, 'face': 0}}}}, 'val1:3': {'val2:4': {'CN1:6': {'CN2:6': {'no': 328, 'corner': 64, 'edge': 12, 'face': 0}}}, 'val2:3': {'CN1:6': {'CN2:6': {'no': 72, 'corner': 0, 'edge': 4, 'face': 0}}}}}}
mp-562065;PO2;mp-562065;['P', 'P', 'P', 'P', 'P', 'P', 'P', 'P'];[4, 4, 4, 4, 4, 4, 4, 4];['4', '4', '3', '4', '3', '3', '3', '4'];{'P': {'val1:4': {'val2:4': {'CN1:4': {'CN2:4': {'no': 84, 'corner': 4, 'edge': 0, 'face': 0}, 'CN2:3': {'no': 176, 'corner': 16, 'edge': 0, 'face': 0}}, 'CN1:3': {'CN2:4': {'no': 176, 'corner': 16, 'edge': 0, 'face': 0}, 'CN2:3': {'no': 92, 'corner': 4, 'edge': 0, 'face': 0}}}}}}
mp-559964;Ti6O11;mp-559964;['Ti', 'Ti', 'Ti', 'Ti', 'Ti', 'Ti', 'Ti', 'Ti', 'Ti', 'Ti', 'Ti', 'Ti'];[4, 4, 4, 4, 3, 3, 3, 4, 4, 3, 4, 4];['5', '6', '6', '6', '5', '5', '5', '5', '6', '5', '6', '6'];{'Ti': {'val1:4': {'val2:4': {'CN1:5': {'CN2:5': {'no': 26, 'corner': 4, 'edge': 0, 'face': 0}, 'CN2:6': {'no': 124, 'corner': 12, 'edge': 8, 'face': 0}}, 'CN1:6': {'CN2:5': {'no': 124, 'corner': 12, 'edge': 8, 'face': 0}, 'CN2:6': {'no': 178, 'corner': 20, 'edge': 6, 'face': 0}}}, 'val2:3': {'CN1:5': {'CN2:5': {'no': 44, 'corner': 4, 'edge': 0, 'face': 0}, 'CN2:6': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}}, 'CN1:6': {'CN2:5': {'no': 168, 'corner': 28, 'edge': 12, 'face': 0}}}}, 'val1:3': {'val2:4': {'CN1:5': {'CN2:5': {'no': 44, 'corner': 4, 'edge': 0, 'face': 0}, 'CN2:6': {'no': 168, 'corner': 28, 'edge': 12, 'face': 0}}, 'CN1:6': {'CN2:5': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}}}, 'val2:3': {'CN1:5': {'CN2:5': {'no': 108, 'corner': 12, 'edge': 2, 'face': 0}}}}}}
mp-579377;W8O21;mp-579377;['W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W'];[5, 5, 5, 5, 5, 6, 5, 6, 5, 5, 5, 6, 5, 5, 5, 5, 5, 6, 5, 5, 5, 6, 6, 5, 5, 6, 6, 5, 5, 5, 5, 5];['6', '6', '7', '6', '6', '6', '6', '6', '6', '6', '6', '6', '6', '6', '7', '6', '6', '6', '6', '6', '6', '6', '6', '6', '6', '6', '6', '6', '6', '7', '7', '6'];{'W': {'val1:5': {'val2:5': {'CN1:6': {'CN2:6': {'no': 428, 'corner': 96, 'edge': 0, 'face': 0}, 'CN2:7': {'no': 192, 'corner': 0, 'edge': 32, 'face': 0}}, 'CN1:7': {'CN2:6': {'no': 192, 'corner': 0, 'edge': 32, 'face': 0}, 'CN2:7': {'no': 8, 'corner': 8, 'edge': 0, 'face': 0}}}, 'val2:6': {'CN1:6': {'CN2:6': {'no': 328, 'corner': 56, 'edge': 8, 'face': 0}, 'CN2:7': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}}, 'CN1:7': {'CN2:6': {'no': 96, 'corner': 0, 'edge': 8, 'face': 0}}}}, 'val1:6': {'val2:5': {'CN1:6': {'CN2:6': {'no': 328, 'corner': 56, 'edge': 8, 'face': 0}, 'CN2:7': {'no': 96, 'corner': 0, 'edge': 8, 'face': 0}}, 'CN1:7': {'CN2:6': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}}}, 'val2:6': {'CN1:6': {'CN2:6': {'no': 60, 'corner': 24, 'edge': 0, 'face': 0}}}}}}
mp-555822;W10O29;mp-555822;['W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W'];[6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, 5, 5, 5];['6', '6', '6', '6', '6', '6', '6', '6', '6', '6', '6', '6', '6', '6', '6', '6', '6', '6', '6', '6'];{'W': {'val1:6': {'val2:6': {'CN1:6': {'CN2:6': {'no': 406, 'corner': 80, 'edge': 10, 'face': 0}}}, 'val2:5': {'CN1:6': {'CN2:6': {'no': 128, 'corner': 16, 'edge': 0, 'face': 0}}}}, 'val1:5': {'val2:6': {'CN1:6': {'CN2:6': {'no': 128, 'corner': 16, 'edge': 0, 'face': 0}}}, 'val2:5': {'CN1:6': {'CN2:6': {'no': 40, 'corner': 16, 'edge': 0, 'face': 0}}}}}}
mp-510554;Nb12O29;mp-510554;['Nb', 'Nb', 'Nb', 'Nb', 'Nb', 'Nb', 'Nb', 'Nb', 'Nb', 'Nb', 'Nb', 'Nb'];[5, 5, 4, 5, 5, 5, 5, 5, 4, 5, 5, 5];['6', '6', '6', '6', '6', '6', '6', '6', '6', '6', '6', '6'];{'Nb': {'val1:5': {'val2:5': {'CN1:6': {'CN2:6': {'no': 298, 'corner': 42, 'edge': 18, 'face': 0}}}, 'val2:4': {'CN1:6': {'CN2:6': {'no': 100, 'corner': 12, 'edge': 12, 'face': 0}}}}, 'val1:4': {'val2:5': {'CN1:6': {'CN2:6': {'no': 100, 'corner': 12, 'edge': 12, 'face': 0}}}, 'val2:4': {'CN1:6': {'CN2:6': {'no': 18, 'corner': 4, 'edge': 0, 'face': 0}}}}}}
mp-19540;Mo8O23;mp-19540;['Mo', 'Mo', 'Mo', 'Mo', 'Mo', 'Mo', 'Mo', 'Mo', 'Mo', 'Mo', 'Mo', 'Mo', 'Mo', 'Mo', 'Mo', 'Mo'];[6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, 5, 5, 5];['6', '6', '6', '6', '6', '6', '6', '6', '6', '6', '6', '6', '6', '6', '6', '6'];{'Mo': {'val1:6': {'val2:6': {'CN1:6': {'CN2:6': {'no': 240, 'corner': 48, 'edge': 12, 'face': 0}}}, 'val2:5': {'CN1:6': {'CN2:6': {'no': 168, 'corner': 24, 'edge': 0, 'face': 0}}}}, 'val1:5': {'val2:6': {'CN1:6': {'CN2:6': {'no': 168, 'corner': 24, 'edge': 0, 'face': 0}}}, 'val2:5': {'CN1:6': {'CN2:6': {'no': 20, 'corner': 12, 'edge': 0, 'face': 0}}}}}}
mp-567080;V4O7;mp-567080;['V', 'V', 'V', 'V', 'V', 'V', 'V', 'V'];[4, 4, 4, 3, 3, 3, 3, 4];['6', '6', '6', '6', '6', '6', '6', '6'];{'V': {'val1:4': {'val2:4': {'CN1:6': {'CN2:6': {'no': 142, 'corner': 0, 'edge': 12, 'face': 0}}}, 'val2:3': {'CN1:6': {'CN2:6': {'no': 212, 'corner': 60, 'edge': 0, 'face': 4}}}}, 'val1:3': {'val2:4': {'CN1:6': {'CN2:6': {'no': 212, 'corner': 60, 'edge': 0, 'face': 4}}}, 'val2:3': {'CN1:6': {'CN2:6': {'no': 144, 'corner': 0, 'edge': 12, 'face': 0}}}}}}
mp-556724;Ti7O13;mp-556724;['Ti', 'Ti', 'Ti', 'Ti', 'Ti', 'Ti', 'Ti', 'Ti', 'Ti', 'Ti', 'Ti', 'Ti', 'Ti', 'Ti'];[3, 3, 4, 4, 4, 4, 3, 3, 4, 4, 4, 4, 4, 4];['6', '6', '6', '6', '6', '6', '6', '6', '6', '6', '6', '6', '6', '6'];{'Ti': {'val1:3': {'val2:3': {'CN1:6': {'CN2:6': {'no': 66, 'corner': 12, 'edge': 2, 'face': 0}}}, 'val2:4': {'CN1:6': {'CN2:6': {'no': 348, 'corner': 36, 'edge': 20, 'face': 4}}}}, 'val1:4': {'val2:3': {'CN1:6': {'CN2:6': {'no': 348, 'corner': 36, 'edge': 20, 'face': 4}}}, 'val2:4': {'CN1:6': {'CN2:6': {'no': 434, 'corner': 60, 'edge': 14, 'face': 0}}}}}}
